date,state,candidate,prob
2020-04-29,Texas,biden,0.26648
2020-04-29,Texas,trump,0.73352
2020-04-29,Utah,biden,8.8e-4
2020-04-29,Utah,trump,0.99912
2020-04-29,Vermont,biden,0.99996
2020-04-29,Vermont,trump,4e-5
2020-04-29,Virginia,biden,0.95115
2020-04-29,Virginia,trump,0.04885
2020-04-29,Washington,biden,0.99935
2020-04-29,Washington,trump,6.5e-4
2020-04-29,West Virginia,biden,0
2020-04-29,West Virginia,trump,1
2020-04-29,Wisconsin,biden,0.70093
2020-04-29,Wisconsin,trump,0.29907
2020-04-29,Wyoming,biden,0
2020-04-29,Wyoming,trump,1
2020-04-30,Alabama,biden,6e-5
2020-04-30,Alabama,trump,0.99994
2020-04-30,Alaska,biden,0.04527
2020-04-30,Alaska,trump,0.95473
2020-04-30,Arizona,biden,0.65564
2020-04-30,Arizona,trump,0.34436
2020-04-30,Arkansas,biden,0.00199
2020-04-30,Arkansas,trump,0.99801
2020-04-30,California,biden,1
2020-04-30,California,trump,0
2020-04-30,Colorado,biden,0.88319
2020-04-30,Colorado,trump,0.11681
2020-04-30,Connecticut,biden,0.98388
2020-04-30,Connecticut,trump,0.01612
2020-04-30,Delaware,biden,0.99574
2020-04-30,Delaware,trump,0.00426
2020-04-30,District of Columbia,biden,1
2020-04-30,District of Columbia,trump,0
2020-04-30,Florida,biden,0.63283
2020-04-30,Florida,trump,0.36717
2020-04-30,Georgia,biden,0.3312
2020-04-30,Georgia,trump,0.6688
2020-04-30,Hawaii,biden,1
2020-04-30,Hawaii,trump,0
2020-04-30,Idaho,biden,3e-5
2020-04-30,Idaho,trump,0.99997
2020-04-30,Illinois,biden,0.99539
2020-04-30,Illinois,trump,0.00461
2020-04-30,Indiana,biden,0.00596
2020-04-30,Indiana,trump,0.99404
2020-04-30,Iowa,biden,0.10682
2020-04-30,Iowa,trump,0.89318
2020-04-30,Kansas,biden,0.00406
2020-04-30,Kansas,trump,0.99594
2020-04-30,Kentucky,biden,5e-5
2020-04-30,Kentucky,trump,0.99995
2020-04-30,Louisiana,biden,0.0282
2020-04-30,Louisiana,trump,0.9718
2020-04-30,Maine,biden,0.90735
2020-04-30,Maine,trump,0.09265
2020-04-30,Maine's 1st congressional district,biden,0.99006
2020-04-30,Maine's 1st congressional district,trump,0.00994
2020-04-30,Maine's 2nd congressional district,biden,0.20352
2020-04-30,Maine's 2nd congressional district,trump,0.79648
2020-04-30,Maryland,biden,1
2020-04-30,Maryland,trump,0
2020-04-30,Massachusetts,biden,0.99975
2020-04-30,Massachusetts,trump,2.5e-4
2020-04-30,Michigan,biden,0.78049
2020-04-30,Michigan,trump,0.21951
2020-04-30,Minnesota,biden,0.86936
2020-04-30,Minnesota,trump,0.13064
2020-04-30,Mississippi,biden,0.0145
2020-04-30,Mississippi,trump,0.9855
2020-04-30,Missouri,biden,0.0107
2020-04-30,Missouri,trump,0.9893
2020-04-30,Montana,biden,6.9e-4
2020-04-30,Montana,trump,0.99931
2020-04-30,National,biden,0.79065
2020-04-30,National,trump,0.20935
2020-04-30,Nebraska,biden,0.00308
2020-04-30,Nebraska,trump,0.99692
2020-04-30,Nebraska's 1st congressional district,biden,0.01474
2020-04-30,Nebraska's 1st congressional district,trump,0.98526
2020-04-30,Nebraska's 2nd congressional district,biden,0.57786
2020-04-30,Nebraska's 2nd congressional district,trump,0.42214
2020-04-30,Nebraska's 3rd congressional district,biden,0
2020-04-30,Nebraska's 3rd congressional district,trump,1
2020-04-30,Nevada,biden,0.84745
2020-04-30,Nevada,trump,0.15255
2020-04-30,New Hampshire,biden,0.81205
2020-04-30,New Hampshire,trump,0.18795
2020-04-30,New Jersey,biden,0.99811
2020-04-30,New Jersey,trump,0.00189
2020-04-30,New Mexico,biden,0.97586
2020-04-30,New Mexico,trump,0.024140000000000002
2020-04-30,New York,biden,1
2020-04-30,New York,trump,0
2020-04-30,North Carolina,biden,0.55652
2020-04-30,North Carolina,trump,0.44348
2020-04-30,North Dakota,biden,0
2020-04-30,North Dakota,trump,1
2020-04-30,Ohio,biden,0.29121
2020-04-30,Ohio,trump,0.70879
2020-04-30,Oklahoma,biden,0
2020-04-30,Oklahoma,trump,1
2020-04-30,Oregon,biden,0.97302
2020-04-30,Oregon,trump,0.02698
2020-04-30,Pennsylvania,biden,0.73843
2020-04-30,Pennsylvania,trump,0.26157
2020-04-30,Rhode Island,biden,0.99245
2020-04-30,Rhode Island,trump,0.00755
2020-04-30,South Carolina,biden,0.0622
2020-04-30,South Carolina,trump,0.9378
2020-04-30,South Dakota,biden,4.7e-4
2020-04-30,South Dakota,trump,0.99953
2020-04-30,Tennessee,biden,3.7e-4
2020-04-30,Tennessee,trump,0.99963
2020-04-30,Texas,biden,0.25882
2020-04-30,Texas,trump,0.74118
2020-04-30,Utah,biden,8e-4
2020-04-30,Utah,trump,0.9992
2020-04-30,Vermont,biden,0.99996
2020-04-30,Vermont,trump,4e-5
2020-04-30,Virginia,biden,0.94783
2020-04-30,Virginia,trump,0.05217
2020-04-30,Washington,biden,0.99927
2020-04-30,Washington,trump,7.3e-4
2020-04-30,West Virginia,biden,0
2020-04-30,West Virginia,trump,1
2020-04-30,Wisconsin,biden,0.69039
2020-04-30,Wisconsin,trump,0.30961
2020-04-30,Wyoming,biden,0
2020-04-30,Wyoming,trump,1
2020-05-01,Alabama,biden,5e-5
2020-05-01,Alabama,trump,0.99995
2020-05-01,Alaska,biden,0.03979
2020-05-01,Alaska,trump,0.96021
2020-05-01,Arizona,biden,0.62191
2020-05-01,Arizona,trump,0.37809
2020-05-01,Arkansas,biden,0.00191
2020-05-01,Arkansas,trump,0.99809
2020-05-01,California,biden,1
2020-05-01,California,trump,0
2020-05-01,Colorado,biden,0.85982
2020-05-01,Colorado,trump,0.14018
2020-05-01,Connecticut,biden,0.97936
2020-05-01,Connecticut,trump,0.02064
2020-05-01,Delaware,biden,0.99383
2020-05-01,Delaware,trump,0.00617
2020-05-01,District of Columbia,biden,1
2020-05-01,District of Columbia,trump,0
2020-05-01,Florida,biden,0.59529
2020-05-01,Florida,trump,0.40471
2020-05-01,Georgia,biden,0.40426
2020-05-01,Georgia,trump,0.59574
2020-05-01,Hawaii,biden,1
2020-05-01,Hawaii,trump,0
2020-05-01,Idaho,biden,3e-5
2020-05-01,Idaho,trump,0.99997
2020-05-01,Illinois,biden,0.99338
2020-05-01,Illinois,trump,0.00662
2020-05-01,Indiana,biden,0.00504
2020-05-01,Indiana,trump,0.99496
2020-05-01,Iowa,biden,0.09227
2020-05-01,Iowa,trump,0.90773
2020-05-01,Kansas,biden,0.00349
2020-05-01,Kansas,trump,0.99651
2020-05-01,Kentucky,biden,6e-5
2020-05-01,Kentucky,trump,0.99994
2020-05-01,Louisiana,biden,0.02647
2020-05-01,Louisiana,trump,0.97353
2020-05-01,Maine,biden,0.88827
2020-05-01,Maine,trump,0.11173
2020-05-01,Maine's 1st congressional district,biden,0.98655
2020-05-01,Maine's 1st congressional district,trump,0.01345
2020-05-01,Maine's 2nd congressional district,biden,0.18988
2020-05-01,Maine's 2nd congressional district,trump,0.81012
2020-05-01,Maryland,biden,1
2020-05-01,Maryland,trump,0
2020-05-01,Massachusetts,biden,0.99958
2020-05-01,Massachusetts,trump,4.2e-4
2020-05-01,Michigan,biden,0.7518
2020-05-01,Michigan,trump,0.2482
2020-05-01,Minnesota,biden,0.84674
2020-05-01,Minnesota,trump,0.15326
2020-05-01,Mississippi,biden,0.01209
2020-05-01,Mississippi,trump,0.98791
2020-05-01,Missouri,biden,0.0091
2020-05-01,Missouri,trump,0.9909
2020-05-01,Montana,biden,5.6e-4
2020-05-01,Montana,trump,0.99944
2020-05-01,National,biden,0.75864
2020-05-01,National,trump,0.24136
2020-05-01,Nebraska,biden,0.003
2020-05-01,Nebraska,trump,0.997
2020-05-01,Nebraska's 1st congressional district,biden,0.01398
2020-05-01,Nebraska's 1st congressional district,trump,0.98602
2020-05-01,Nebraska's 2nd congressional district,biden,0.55063
2020-05-01,Nebraska's 2nd congressional district,trump,0.44937
2020-05-01,Nebraska's 3rd congressional district,biden,0
2020-05-01,Nebraska's 3rd congressional district,trump,1
2020-05-01,Nevada,biden,0.82138
2020-05-01,Nevada,trump,0.17862
2020-05-01,New Hampshire,biden,0.78355
2020-05-01,New Hampshire,trump,0.21645
2020-05-01,New Jersey,biden,0.99728000000000006
2020-05-01,New Jersey,trump,0.00272
2020-05-01,New Mexico,biden,0.96797
2020-05-01,New Mexico,trump,0.03203
2020-05-01,New York,biden,1
2020-05-01,New York,trump,0
2020-05-01,North Carolina,biden,0.5509
2020-05-01,North Carolina,trump,0.4491
2020-05-01,North Dakota,biden,0
2020-05-01,North Dakota,trump,1
2020-05-01,Ohio,biden,0.26462
2020-05-01,Ohio,trump,0.73538
2020-05-01,Oklahoma,biden,0
2020-05-01,Oklahoma,trump,1
2020-05-01,Oregon,biden,0.96639
2020-05-01,Oregon,trump,0.03361
2020-05-01,Pennsylvania,biden,0.71159
2020-05-01,Pennsylvania,trump,0.28841
2020-05-01,Rhode Island,biden,0.9896
2020-05-01,Rhode Island,trump,0.0104
2020-05-01,South Carolina,biden,0.05383
2020-05-01,South Carolina,trump,0.94617
2020-05-01,South Dakota,biden,4.6e-4
2020-05-01,South Dakota,trump,0.99954
2020-05-01,Tennessee,biden,3.1e-4
2020-05-01,Tennessee,trump,0.99969
2020-05-01,Texas,biden,0.24465
2020-05-01,Texas,trump,0.75535
2020-05-01,Utah,biden,7.1e-4
2020-05-01,Utah,trump,0.99929
2020-05-01,Vermont,biden,0.99992
2020-05-01,Vermont,trump,8e-5
2020-05-01,Virginia,biden,0.93481
2020-05-01,Virginia,trump,0.06519
2020-05-01,Washington,biden,0.99877
2020-05-01,Washington,trump,0.00123
2020-05-01,West Virginia,biden,0
2020-05-01,West Virginia,trump,1
2020-05-01,Wisconsin,biden,0.6521
2020-05-01,Wisconsin,trump,0.3479
2020-05-01,Wyoming,biden,0
2020-05-01,Wyoming,trump,1
2020-05-02,Alabama,biden,6e-5
2020-05-02,Alabama,trump,0.99994
2020-05-02,Alaska,biden,0.04018
2020-05-02,Alaska,trump,0.95982
2020-05-02,Arizona,biden,0.62337
2020-05-02,Arizona,trump,0.37663
2020-05-02,Arkansas,biden,0.00193
2020-05-02,Arkansas,trump,0.99807
2020-05-02,California,biden,1
2020-05-02,California,trump,0
2020-05-02,Colorado,biden,0.86102
2020-05-02,Colorado,trump,0.13898
2020-05-02,Connecticut,biden,0.97962
2020-05-02,Connecticut,trump,0.02038
2020-05-02,Delaware,biden,0.99393
2020-05-02,Delaware,trump,0.00607
2020-05-02,District of Columbia,biden,1
2020-05-02,District of Columbia,trump,0
2020-05-02,Florida,biden,0.59772
2020-05-02,Florida,trump,0.40228
2020-05-02,Georgia,biden,0.40564
2020-05-02,Georgia,trump,0.59436
2020-05-02,Hawaii,biden,1
2020-05-02,Hawaii,trump,0
2020-05-02,Idaho,biden,3e-5
2020-05-02,Idaho,trump,0.99997
2020-05-02,Illinois,biden,0.99347
2020-05-02,Illinois,trump,0.00653
2020-05-02,Indiana,biden,0.00507
2020-05-02,Indiana,trump,0.99493
2020-05-02,Iowa,biden,0.09314
2020-05-02,Iowa,trump,0.90686
2020-05-02,Kansas,biden,0.00352
2020-05-02,Kansas,trump,0.99648
2020-05-02,Kentucky,biden,6e-5
2020-05-02,Kentucky,trump,0.99994
2020-05-02,Louisiana,biden,0.02669
2020-05-02,Louisiana,trump,0.97331
2020-05-02,Maine,biden,0.88946
2020-05-02,Maine,trump,0.11054
2020-05-02,Maine's 1st congressional district,biden,0.98671
2020-05-02,Maine's 1st congressional district,trump,0.01329
2020-05-02,Maine's 2nd congressional district,biden,0.19085
2020-05-02,Maine's 2nd congressional district,trump,0.80915
2020-05-02,Maryland,biden,1
2020-05-02,Maryland,trump,0
2020-05-02,Massachusetts,biden,0.99961
2020-05-02,Massachusetts,trump,3.9e-4
2020-05-02,Michigan,biden,0.75335
2020-05-02,Michigan,trump,0.24665
2020-05-02,Minnesota,biden,0.84824
2020-05-02,Minnesota,trump,0.15176
2020-05-02,Mississippi,biden,0.01217
2020-05-02,Mississippi,trump,0.98783
2020-05-02,Missouri,biden,0.00923
2020-05-02,Missouri,trump,0.99077
2020-05-02,Montana,biden,5.9e-4
2020-05-02,Montana,trump,0.99941
2020-05-02,National,biden,0.75982
2020-05-02,National,trump,0.24018
2020-05-02,Nebraska,biden,0.003
2020-05-02,Nebraska,trump,0.997
2020-05-02,Nebraska's 1st congressional district,biden,0.01407
2020-05-02,Nebraska's 1st congressional district,trump,0.98593
2020-05-02,Nebraska's 2nd congressional district,biden,0.55218
2020-05-02,Nebraska's 2nd congressional district,trump,0.44782
2020-05-02,Nebraska's 3rd congressional district,biden,0
2020-05-02,Nebraska's 3rd congressional district,trump,1
2020-05-02,Nevada,biden,0.82306
2020-05-02,Nevada,trump,0.17694
2020-05-02,New Hampshire,biden,0.78516
2020-05-02,New Hampshire,trump,0.21484
2020-05-02,New Jersey,biden,0.99732
2020-05-02,New Jersey,trump,0.00268
2020-05-02,New Mexico,biden,0.96839
2020-05-02,New Mexico,trump,0.03161
2020-05-02,New York,biden,1
2020-05-02,New York,trump,0
2020-05-02,North Carolina,biden,0.54991
2020-05-02,North Carolina,trump,0.45009
2020-05-02,North Dakota,biden,0
2020-05-02,North Dakota,trump,1
2020-05-02,Ohio,biden,0.26678
2020-05-02,Ohio,trump,0.73322
2020-05-02,Oklahoma,biden,0
2020-05-02,Oklahoma,trump,1
2020-05-02,Oregon,biden,0.96677
2020-05-02,Oregon,trump,0.03323
2020-05-02,Pennsylvania,biden,0.71333
2020-05-02,Pennsylvania,trump,0.28667
2020-05-02,Rhode Island,biden,0.98984
2020-05-02,Rhode Island,trump,0.01016
2020-05-02,South Carolina,biden,0.05432
2020-05-02,South Carolina,trump,0.94568
2020-05-02,South Dakota,biden,4.6e-4
2020-05-02,South Dakota,trump,0.99954
2020-05-02,Tennessee,biden,3.1e-4
2020-05-02,Tennessee,trump,0.99969
2020-05-02,Texas,biden,0.23583
2020-05-02,Texas,trump,0.76417
2020-05-02,Utah,biden,7.6e-4
2020-05-02,Utah,trump,0.99924
2020-05-02,Vermont,biden,0.99992
2020-05-02,Vermont,trump,8e-5
2020-05-02,Virginia,biden,0.93563
2020-05-02,Virginia,trump,0.06437
2020-05-02,Washington,biden,0.99882
2020-05-02,Washington,trump,0.00118
2020-05-02,West Virginia,biden,0
2020-05-02,West Virginia,trump,1
2020-05-02,Wisconsin,biden,0.65356
2020-05-02,Wisconsin,trump,0.34644
2020-05-02,Wyoming,biden,0
2020-05-02,Wyoming,trump,1
2020-05-03,Alabama,biden,3e-5
2020-05-03,Alabama,trump,0.99997
2020-05-03,Alaska,biden,0.04123
2020-05-03,Alaska,trump,0.95877
2020-05-03,Arizona,biden,0.63879
2020-05-03,Arizona,trump,0.36121
2020-05-03,Arkansas,biden,0.0017
2020-05-03,Arkansas,trump,0.9983
2020-05-03,California,biden,1
2020-05-03,California,trump,0
2020-05-03,Colorado,biden,0.87464
2020-05-03,Colorado,trump,0.12536
2020-05-03,Connecticut,biden,0.98195
2020-05-03,Connecticut,trump,0.01805
2020-05-03,Delaware,biden,0.9958
2020-05-03,Delaware,trump,0.0042
2020-05-03,District of Columbia,biden,1
2020-05-03,District of Columbia,trump,0
2020-05-03,Florida,biden,0.61367
2020-05-03,Florida,trump,0.38633
2020-05-03,Georgia,biden,0.41818
2020-05-03,Georgia,trump,0.58182
2020-05-03,Hawaii,biden,1
2020-05-03,Hawaii,trump,0
2020-05-03,Idaho,biden,3e-5
2020-05-03,Idaho,trump,0.99997
2020-05-03,Illinois,biden,0.99463
2020-05-03,Illinois,trump,0.00537
2020-05-03,Indiana,biden,0.00481
2020-05-03,Indiana,trump,0.99519
2020-05-03,Iowa,biden,0.09465
2020-05-03,Iowa,trump,0.90535
2020-05-03,Kansas,biden,0.00325
2020-05-03,Kansas,trump,0.99675
2020-05-03,Kentucky,biden,4e-5
2020-05-03,Kentucky,trump,0.99996
2020-05-03,Louisiana,biden,0.02507
2020-05-03,Louisiana,trump,0.97493
2020-05-03,Maine,biden,0.90436
2020-05-03,Maine,trump,0.09564
2020-05-03,Maine's 1st congressional district,biden,0.9885
2020-05-03,Maine's 1st congressional district,trump,0.0115
2020-05-03,Maine's 2nd congressional district,biden,0.18909
2020-05-03,Maine's 2nd congressional district,trump,0.81091
2020-05-03,Maryland,biden,1
2020-05-03,Maryland,trump,0
2020-05-03,Massachusetts,biden,0.99968
2020-05-03,Massachusetts,trump,3.2e-4
2020-05-03,Michigan,biden,0.76788
2020-05-03,Michigan,trump,0.23212
2020-05-03,Minnesota,biden,0.86518
2020-05-03,Minnesota,trump,0.13482
2020-05-03,Mississippi,biden,0.01167
2020-05-03,Mississippi,trump,0.98833
2020-05-03,Missouri,biden,0.00878
2020-05-03,Missouri,trump,0.99122
2020-05-03,Montana,biden,4.5e-4
2020-05-03,Montana,trump,0.99955
2020-05-03,National,biden,0.78206
2020-05-03,National,trump,0.21794
2020-05-03,Nebraska,biden,0.00266
2020-05-03,Nebraska,trump,0.99734
2020-05-03,Nebraska's 1st congressional district,biden,0.01287
2020-05-03,Nebraska's 1st congressional district,trump,0.98713
2020-05-03,Nebraska's 2nd congressional district,biden,0.55723
2020-05-03,Nebraska's 2nd congressional district,trump,0.44277
2020-05-03,Nebraska's 3rd congressional district,biden,0
2020-05-03,Nebraska's 3rd congressional district,trump,1
2020-05-03,Nevada,biden,0.83834
2020-05-03,Nevada,trump,0.16166
2020-05-03,New Hampshire,biden,0.80301
2020-05-03,New Hampshire,trump,0.19699
2020-05-03,New Jersey,biden,0.99806
2020-05-03,New Jersey,trump,0.00194
2020-05-03,New Mexico,biden,0.97442
2020-05-03,New Mexico,trump,0.02558
2020-05-03,New York,biden,1
2020-05-03,New York,trump,0
2020-05-03,North Carolina,biden,0.56304
2020-05-03,North Carolina,trump,0.43696
2020-05-03,North Dakota,biden,0
2020-05-03,North Dakota,trump,1
2020-05-03,Ohio,biden,0.27577
2020-05-03,Ohio,trump,0.72423
2020-05-03,Oklahoma,biden,0
2020-05-03,Oklahoma,trump,1
2020-05-03,Oregon,biden,0.96985
2020-05-03,Oregon,trump,0.03015
2020-05-03,Pennsylvania,biden,0.72947
2020-05-03,Pennsylvania,trump,0.27053
2020-05-03,Rhode Island,biden,0.99136
2020-05-03,Rhode Island,trump,0.00864
2020-05-03,South Carolina,biden,0.05466
2020-05-03,South Carolina,trump,0.94534
2020-05-03,South Dakota,biden,4.2e-4
2020-05-03,South Dakota,trump,0.99958
2020-05-03,Tennessee,biden,2.7e-4
2020-05-03,Tennessee,trump,0.99973
2020-05-03,Texas,biden,0.2426
2020-05-03,Texas,trump,0.7574
2020-05-03,Utah,biden,7e-4
2020-05-03,Utah,trump,0.9993
2020-05-03,Vermont,biden,0.99996
2020-05-03,Vermont,trump,4e-5
2020-05-03,Virginia,biden,0.94556
2020-05-03,Virginia,trump,0.05444
2020-05-03,Washington,biden,0.99921
2020-05-03,Washington,trump,7.9e-4
2020-05-03,West Virginia,biden,0
2020-05-03,West Virginia,trump,1
2020-05-03,Wisconsin,biden,0.67104
2020-05-03,Wisconsin,trump,0.32896
2020-05-03,Wyoming,biden,0
2020-05-03,Wyoming,trump,1
2020-05-04,Alabama,biden,2e-5
2020-05-04,Alabama,trump,0.99998
2020-05-04,Alaska,biden,0.03267
2020-05-04,Alaska,trump,0.96733
2020-05-04,Arizona,biden,0.61335
2020-05-04,Arizona,trump,0.38665
2020-05-04,Arkansas,biden,0.00149
2020-05-04,Arkansas,trump,0.99851
2020-05-04,California,biden,1
2020-05-04,California,trump,0
2020-05-04,Colorado,biden,0.8629
2020-05-04,Colorado,trump,0.1371
2020-05-04,Connecticut,biden,0.98092
2020-05-04,Connecticut,trump,0.01908
2020-05-04,Delaware,biden,0.99509
2020-05-04,Delaware,trump,0.00491
2020-05-04,District of Columbia,biden,1
2020-05-04,District of Columbia,trump,0
2020-05-04,Florida,biden,0.59518
2020-05-04,Florida,trump,0.40482
2020-05-04,Georgia,biden,0.39134
2020-05-04,Georgia,trump,0.60866
2020-05-04,Hawaii,biden,1
2020-05-04,Hawaii,trump,0
2020-05-04,Idaho,biden,3e-5
2020-05-04,Idaho,trump,0.99997
2020-05-04,Illinois,biden,0.9943
2020-05-04,Illinois,trump,0.0057
2020-05-04,Indiana,biden,0.00364
2020-05-04,Indiana,trump,0.99636
2020-05-04,Iowa,biden,0.16795
2020-05-04,Iowa,trump,0.83205
2020-05-04,Kansas,biden,0.00231
2020-05-04,Kansas,trump,0.99769
2020-05-04,Kentucky,biden,3e-5
2020-05-04,Kentucky,trump,0.99997
2020-05-04,Louisiana,biden,0.02248
2020-05-04,Louisiana,trump,0.97751999999999994
2020-05-04,Maine,biden,0.88966
2020-05-04,Maine,trump,0.11034
2020-05-04,Maine's 1st congressional district,biden,0.98783
2020-05-04,Maine's 1st congressional district,trump,0.01217
2020-05-04,Maine's 2nd congressional district,biden,0.17914
2020-05-04,Maine's 2nd congressional district,trump,0.82086
2020-05-04,Maryland,biden,1
2020-05-04,Maryland,trump,0
2020-05-04,Massachusetts,biden,1
2020-05-04,Massachusetts,trump,0
2020-05-04,Michigan,biden,0.75057
2020-05-04,Michigan,trump,0.24943
2020-05-04,Minnesota,biden,0.85226
2020-05-04,Minnesota,trump,0.14774
2020-05-04,Mississippi,biden,0.00953
2020-05-04,Mississippi,trump,0.99047
2020-05-04,Missouri,biden,0.00708
2020-05-04,Missouri,trump,0.99292
2020-05-04,Montana,biden,3e-4
2020-05-04,Montana,trump,0.9997
2020-05-04,National,biden,0.75835
2020-05-04,National,trump,0.24165
2020-05-04,Nebraska,biden,0.00232
2020-05-04,Nebraska,trump,0.99768
2020-05-04,Nebraska's 1st congressional district,biden,0.01139
2020-05-04,Nebraska's 1st congressional district,trump,0.98861
2020-05-04,Nebraska's 2nd congressional district,biden,0.54316
2020-05-04,Nebraska's 2nd congressional district,trump,0.45684
2020-05-04,Nebraska's 3rd congressional district,biden,0
2020-05-04,Nebraska's 3rd congressional district,trump,1
2020-05-04,Nevada,biden,0.82188
2020-05-04,Nevada,trump,0.17812
2020-05-04,New Hampshire,biden,0.78585
2020-05-04,New Hampshire,trump,0.21415
2020-05-04,New Jersey,biden,0.99781
2020-05-04,New Jersey,trump,0.00219
2020-05-04,New Mexico,biden,0.96935
2020-05-04,New Mexico,trump,0.03065
2020-05-04,New York,biden,1
2020-05-04,New York,trump,0
2020-05-04,North Carolina,biden,0.53547
2020-05-04,North Carolina,trump,0.46453
2020-05-04,North Dakota,biden,0
2020-05-04,North Dakota,trump,1
2020-05-04,Ohio,biden,0.25437
2020-05-04,Ohio,trump,0.74563
2020-05-04,Oklahoma,biden,0
2020-05-04,Oklahoma,trump,1
2020-05-04,Oregon,biden,0.96833
2020-05-04,Oregon,trump,0.03167
2020-05-04,Pennsylvania,biden,0.70877
2020-05-04,Pennsylvania,trump,0.29123
2020-05-04,Rhode Island,biden,0.99073
2020-05-04,Rhode Island,trump,0.00927
2020-05-04,South Carolina,biden,0.04563
2020-05-04,South Carolina,trump,0.95437
2020-05-04,South Dakota,biden,3.8e-4
2020-05-04,South Dakota,trump,0.99962
2020-05-04,Tennessee,biden,1.7e-4
2020-05-04,Tennessee,trump,0.99983
2020-05-04,Texas,biden,0.21571
2020-05-04,Texas,trump,0.78429
2020-05-04,Utah,biden,5.3e-4
2020-05-04,Utah,trump,0.99947
2020-05-04,Vermont,biden,0.99996
2020-05-04,Vermont,trump,4e-5
2020-05-04,Virginia,biden,0.93882
2020-05-04,Virginia,trump,0.06118
2020-05-04,Washington,biden,0.99907
2020-05-04,Washington,trump,0.00093000000000000005
2020-05-04,West Virginia,biden,0
2020-05-04,West Virginia,trump,1
2020-05-04,Wisconsin,biden,0.64607
2020-05-04,Wisconsin,trump,0.35393
2020-05-04,Wyoming,biden,0
2020-05-04,Wyoming,trump,1
2020-05-05,Alabama,biden,2e-5
2020-05-05,Alabama,trump,0.99998
2020-05-05,Alaska,biden,0.03399
2020-05-05,Alaska,trump,0.96601
2020-05-05,Arizona,biden,0.61761
2020-05-05,Arizona,trump,0.38239
2020-05-05,Arkansas,biden,0.0016
2020-05-05,Arkansas,trump,0.9984
2020-05-05,California,biden,1
2020-05-05,California,trump,0
2020-05-05,Colorado,biden,0.97147
2020-05-05,Colorado,trump,0.02853
2020-05-05,Connecticut,biden,0.98133
2020-05-05,Connecticut,trump,0.01867
2020-05-05,Delaware,biden,0.99525
2020-05-05,Delaware,trump,0.00475
2020-05-05,District of Columbia,biden,1
2020-05-05,District of Columbia,trump,0
2020-05-05,Florida,biden,0.6009
2020-05-05,Florida,trump,0.3991
2020-05-05,Georgia,biden,0.39602
2020-05-05,Georgia,trump,0.60398
2020-05-05,Hawaii,biden,1
2020-05-05,Hawaii,trump,0
2020-05-05,Idaho,biden,3e-5
2020-05-05,Idaho,trump,0.99997
2020-05-05,Illinois,biden,0.99447
2020-05-05,Illinois,trump,0.00553
2020-05-05,Indiana,biden,0.0038
2020-05-05,Indiana,trump,0.9962
2020-05-05,Iowa,biden,0.17105
2020-05-05,Iowa,trump,0.82895
2020-05-05,Kansas,biden,0.00245
2020-05-05,Kansas,trump,0.99755
2020-05-05,Kentucky,biden,4e-5
2020-05-05,Kentucky,trump,0.99996
2020-05-05,Louisiana,biden,0.02316
2020-05-05,Louisiana,trump,0.97684
2020-05-05,Maine,biden,0.89173
2020-05-05,Maine,trump,0.10827
2020-05-05,Maine's 1st congressional district,biden,0.98814
2020-05-05,Maine's 1st congressional district,trump,0.01186
2020-05-05,Maine's 2nd congressional district,biden,0.18164
2020-05-05,Maine's 2nd congressional district,trump,0.81836
2020-05-05,Maryland,biden,1
2020-05-05,Maryland,trump,0
2020-05-05,Massachusetts,biden,1
2020-05-05,Massachusetts,trump,0
2020-05-05,Michigan,biden,0.75451
2020-05-05,Michigan,trump,0.24549
2020-05-05,Minnesota,biden,0.85459
2020-05-05,Minnesota,trump,0.14541
2020-05-05,Mississippi,biden,0.01004
2020-05-05,Mississippi,trump,0.98996
2020-05-05,Missouri,biden,0.00754
2020-05-05,Missouri,trump,0.99246
2020-05-05,Montana,biden,0.00638
2020-05-05,Montana,trump,0.99362
2020-05-05,National,biden,0.77392
2020-05-05,National,trump,0.22608
2020-05-05,Nebraska,biden,0.00237
2020-05-05,Nebraska,trump,0.99763
2020-05-05,Nebraska's 1st congressional district,biden,0.01174
2020-05-05,Nebraska's 1st congressional district,trump,0.98826
2020-05-05,Nebraska's 2nd congressional district,biden,0.54694
2020-05-05,Nebraska's 2nd congressional district,trump,0.45306
2020-05-05,Nebraska's 3rd congressional district,biden,0
2020-05-05,Nebraska's 3rd congressional district,trump,1
2020-05-05,Nevada,biden,0.82532
2020-05-05,Nevada,trump,0.17468
2020-05-05,New Hampshire,biden,0.78915
2020-05-05,New Hampshire,trump,0.21085
2020-05-05,New Jersey,biden,0.99783
2020-05-05,New Jersey,trump,0.00217
2020-05-05,New Mexico,biden,0.97014
2020-05-05,New Mexico,trump,0.02986
2020-05-05,New York,biden,1
2020-05-05,New York,trump,0
2020-05-05,North Carolina,biden,0.5636
2020-05-05,North Carolina,trump,0.4364
2020-05-05,North Dakota,biden,0
2020-05-05,North Dakota,trump,1
2020-05-05,Ohio,biden,0.25944
2020-05-05,Ohio,trump,0.74056
2020-05-05,Oklahoma,biden,0
2020-05-05,Oklahoma,trump,1
2020-05-05,Oregon,biden,0.96897
2020-05-05,Oregon,trump,0.03103
2020-05-05,Pennsylvania,biden,0.71349
2020-05-05,Pennsylvania,trump,0.28651
2020-05-05,Rhode Island,biden,0.991
2020-05-05,Rhode Island,trump,0.009
